reading_id,mine_id,station_id,parameter,value,unit,configured_min,configured_max,latitude,longitude,timestamp,source,compliance_status,exceedance_pct,threshold_source,data_note
ENV-0001975,M007,ENV-ST-M007-03,TSS,28.7,mg/L,,100,23.613916,87.126687,2026-07-04T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001976,M007,ENV-ST-M007-02,TDS,758.98,mg/L,,2100,23.624416,87.111766,2026-07-04T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001977,M007,ENV-ST-M007-01,COD,106.92,mg/L,,250,23.612208,87.115784,2026-07-04T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001978,M007,ENV-ST-M007-03,BOD,12.99,mg/L,,30,23.619167,87.127928,2026-07-04T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001979,M007,ENV-ST-M007-01,Oil_Grease,2.01,mg/L,,10,23.624726,87.1251,2026-07-04T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001980,M007,ENV-ST-M007-03,Noise,61.5,dB(A),,85,23.614594,87.120341,2026-07-04T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001981,M007,ENV-ST-M007-03,PM2.5,37.77,ug/m3,,60,23.618259,87.111399,2026-07-01T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001982,M007,ENV-ST-M007-03,PM10,56.76,ug/m3,,100,23.620794,87.110047,2026-07-01T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001983,M007,ENV-ST-M007-03,SO2,16.63,ug/m3,,80,23.617781,87.129767,2026-07-01T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001984,M007,ENV-ST-M007-03,NO2,37.8,ug/m3,,80,23.627858,87.113283,2026-07-01T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001985,M007,ENV-ST-M007-02,CO,0.85,mg/m3,,4,23.62702,87.110179,2026-07-01T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001986,M007,ENV-ST-M007-03,pH,6.87,pH,6.5,8.5,23.625741,87.12876,2026-07-01T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001987,M007,ENV-ST-M007-01,TSS,36.07,mg/L,,100,23.626124,87.126551,2026-07-01T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001988,M007,ENV-ST-M007-03,TDS,339.99,mg/L,,2100,23.625723,87.118278,2026-07-01T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001989,M007,ENV-ST-M007-01,COD,62.9,mg/L,,250,23.616091,87.127878,2026-07-01T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001990,M007,ENV-ST-M007-02,BOD,11.78,mg/L,,30,23.629876,87.128938,2026-07-01T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001991,M007,ENV-ST-M007-01,Oil_Grease,2.63,mg/L,,10,23.614774,87.111599,2026-07-01T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001992,M007,ENV-ST-M007-01,Noise,47.84,dB(A),,85,23.621364,87.116238,2026-07-01T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001993,M007,ENV-ST-M007-02,PM2.5,31.13,ug/m3,,60,23.626765,87.11124,2026-06-28T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001994,M007,ENV-ST-M007-02,PM10,37.09,ug/m3,,100,23.624945,87.114946,2026-06-28T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001995,M007,ENV-ST-M007-02,SO2,25.8,ug/m3,,80,23.611394,87.125091,2026-06-28T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001996,M007,ENV-ST-M007-01,NO2,30.07,ug/m3,,80,23.612031,87.114283,2026-06-28T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001997,M007,ENV-ST-M007-02,CO,0.61,mg/m3,,4,23.610563,87.12739,2026-06-28T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001998,M007,ENV-ST-M007-02,pH,7.77,pH,6.5,8.5,23.620591,87.118757,2026-06-28T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0001999,M007,ENV-ST-M007-01,TSS,68.12,mg/L,,100,23.619606,87.121783,2026-06-28T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002000,M007,ENV-ST-M007-01,TDS,758.78,mg/L,,2100,23.619,87.117191,2026-06-28T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002001,M007,ENV-ST-M007-02,COD,64.84,mg/L,,250,23.616227,87.120705,2026-06-28T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002002,M007,ENV-ST-M007-02,BOD,12.55,mg/L,,30,23.619015,87.128298,2026-06-28T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002003,M007,ENV-ST-M007-02,Oil_Grease,0.58,mg/L,,10,23.613367,87.120807,2026-06-28T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002004,M007,ENV-ST-M007-03,Noise,49.82,dB(A),,85,23.619944,87.122065,2026-06-28T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002005,M007,ENV-ST-M007-01,PM2.5,26.81,ug/m3,,60,23.625426,87.123962,2026-06-25T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002006,M007,ENV-ST-M007-02,PM10,62.44,ug/m3,,100,23.624946,87.124095,2026-06-25T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002007,M007,ENV-ST-M007-02,SO2,35.5,ug/m3,,80,23.626546,87.124377,2026-06-25T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002008,M007,ENV-ST-M007-01,NO2,43.36,ug/m3,,80,23.619159,87.127595,2026-06-25T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002009,M007,ENV-ST-M007-03,CO,0.19,mg/m3,,4,23.629551,87.129564,2026-06-25T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002010,M007,ENV-ST-M007-02,pH,6.83,pH,6.5,8.5,23.612946,87.124433,2026-06-25T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002011,M007,ENV-ST-M007-03,TSS,61.67,mg/L,,100,23.61118,87.116913,2026-06-25T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002012,M007,ENV-ST-M007-01,TDS,357.99,mg/L,,2100,23.628086,87.123909,2026-06-25T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002013,M007,ENV-ST-M007-03,COD,66.76,mg/L,,250,23.622475,87.122338,2026-06-25T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002014,M007,ENV-ST-M007-02,BOD,14.05,mg/L,,30,23.620432,87.113387,2026-06-25T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002015,M007,ENV-ST-M007-01,Oil_Grease,2.37,mg/L,,10,23.618028,87.123961,2026-06-25T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002016,M007,ENV-ST-M007-02,Noise,63.87,dB(A),,85,23.610852,87.120037,2026-06-25T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002017,M008,ENV-ST-M008-01,PM2.5,21.74,ug/m3,,60,21.825975,83.914113,2026-09-02T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002018,M008,ENV-ST-M008-01,PM10,38.56,ug/m3,,100,21.813302,83.914025,2026-09-02T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002019,M008,ENV-ST-M008-01,SO2,18.93,ug/m3,,80,21.827453,83.924223,2026-09-02T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002020,M008,ENV-ST-M008-01,NO2,25.62,ug/m3,,80,21.820209,83.925423,2026-09-02T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002021,M008,ENV-ST-M008-02,CO,0.97,mg/m3,,4,21.820143,83.919761,2026-09-02T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002022,M008,ENV-ST-M008-01,pH,7.17,pH,6.5,8.5,21.823433,83.913544,2026-09-02T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002023,M008,ENV-ST-M008-01,TSS,30.53,mg/L,,100,21.821398,83.920213,2026-09-02T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002024,M008,ENV-ST-M008-01,TDS,431.3,mg/L,,2100,21.819627,83.918744,2026-09-02T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002025,M008,ENV-ST-M008-02,COD,115.48,mg/L,,250,21.811918,83.924684,2026-09-02T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002026,M008,ENV-ST-M008-02,BOD,12.23,mg/L,,30,21.8203,83.913456,2026-09-02T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002027,M008,ENV-ST-M008-01,Oil_Grease,0.92,mg/L,,10,21.828399,83.917818,2026-09-02T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002028,M008,ENV-ST-M008-02,Noise,39.52,dB(A),,85,21.818397,83.923472,2026-09-02T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002029,M008,ENV-ST-M008-01,PM2.5,29.42,ug/m3,,60,21.827905,83.923103,2026-08-30T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002030,M008,ENV-ST-M008-01,PM10,32.44,ug/m3,,100,21.822197,83.918041,2026-08-30T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002031,M008,ENV-ST-M008-01,SO2,18.68,ug/m3,,80,21.816329,83.916334,2026-08-30T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002032,M008,ENV-ST-M008-01,NO2,24.42,ug/m3,,80,21.812713,83.919544,2026-08-30T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002033,M008,ENV-ST-M008-02,CO,0.51,mg/m3,,4,21.812261,83.914813,2026-08-30T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002034,M008,ENV-ST-M008-03,pH,7.61,pH,6.5,8.5,21.82921,83.929954,2026-08-30T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002035,M008,ENV-ST-M008-03,TSS,39.37,mg/L,,100,21.813903,83.927214,2026-08-30T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002036,M008,ENV-ST-M008-03,TDS,597.14,mg/L,,2100,21.824103,83.913279,2026-08-30T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002037,M008,ENV-ST-M008-03,COD,58.27,mg/L,,250,21.825751,83.916795,2026-08-30T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002038,M008,ENV-ST-M008-03,BOD,8.99,mg/L,,30,21.828501,83.929582,2026-08-30T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002039,M008,ENV-ST-M008-01,Oil_Grease,3.88,mg/L,,10,21.814326,83.927898,2026-08-30T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002040,M008,ENV-ST-M008-03,Noise,33.99,dB(A),,85,21.811168,83.910453,2026-08-30T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002041,M008,ENV-ST-M008-02,PM2.5,17.45,ug/m3,,60,21.821668,83.916203,2026-08-27T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002042,M008,ENV-ST-M008-03,PM10,38.12,ug/m3,,100,21.826057,83.910742,2026-08-27T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002043,M008,ENV-ST-M008-03,SO2,22.27,ug/m3,,80,21.812247,83.924807,2026-08-27T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002044,M008,ENV-ST-M008-03,NO2,17.1,ug/m3,,80,21.81194,83.923771,2026-08-27T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002045,M008,ENV-ST-M008-02,CO,0.61,mg/m3,,4,21.817357,83.922311,2026-08-27T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002046,M008,ENV-ST-M008-01,pH,6.89,pH,6.5,8.5,21.825378,83.926015,2026-08-27T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002047,M008,ENV-ST-M008-02,TSS,40.35,mg/L,,100,21.820277,83.921317,2026-08-27T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002048,M008,ENV-ST-M008-03,TDS,655.4,mg/L,,2100,21.827707,83.923957,2026-08-27T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002049,M008,ENV-ST-M008-03,COD,73.84,mg/L,,250,21.825294,83.910497,2026-08-27T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002050,M008,ENV-ST-M008-03,BOD,14.21,mg/L,,30,21.82589,83.91915,2026-08-27T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002051,M008,ENV-ST-M008-02,Oil_Grease,0.75,mg/L,,10,21.823024,83.925322,2026-08-27T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002052,M008,ENV-ST-M008-02,Noise,37.5,dB(A),,85,21.811808,83.912671,2026-08-27T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002053,M008,ENV-ST-M008-03,PM2.5,21.86,ug/m3,,60,21.825812,83.92067,2026-08-24T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002054,M008,ENV-ST-M008-01,PM10,43.74,ug/m3,,100,21.827257,83.925803,2026-08-24T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002055,M008,ENV-ST-M008-01,SO2,31.74,ug/m3,,80,21.821839,83.917635,2026-08-24T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002056,M008,ENV-ST-M008-02,NO2,13.22,ug/m3,,80,21.827101,83.91892,2026-08-24T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002057,M008,ENV-ST-M008-02,CO,0.87,mg/m3,,4,21.810006,83.928192,2026-08-24T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002058,M008,ENV-ST-M008-01,pH,7.08,pH,6.5,8.5,21.811612,83.918861,2026-08-24T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002059,M008,ENV-ST-M008-02,TSS,41.81,mg/L,,100,21.821134,83.91128,2026-08-24T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002060,M008,ENV-ST-M008-01,TDS,462.1,mg/L,,2100,21.811584,83.911845,2026-08-24T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002061,M008,ENV-ST-M008-02,COD,67.89,mg/L,,250,21.82735,83.916766,2026-08-24T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002062,M008,ENV-ST-M008-03,BOD,11.51,mg/L,,30,21.817753,83.91533,2026-08-24T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002063,M008,ENV-ST-M008-01,Oil_Grease,2.75,mg/L,,10,21.818403,83.922929,2026-08-24T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002064,M008,ENV-ST-M008-01,Noise,45.46,dB(A),,85,21.829876,83.928812,2026-08-24T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002065,M008,ENV-ST-M008-01,PM2.5,23.39,ug/m3,,60,21.811089,83.919691,2026-08-21T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002066,M008,ENV-ST-M008-03,PM10,44.19,ug/m3,,100,21.827108,83.917836,2026-08-21T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002067,M008,ENV-ST-M008-01,SO2,27.9,ug/m3,,80,21.818327,83.925222,2026-08-21T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002068,M008,ENV-ST-M008-02,NO2,23.33,ug/m3,,80,21.823286,83.919277,2026-08-21T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002069,M008,ENV-ST-M008-03,CO,0.25,mg/m3,,4,21.817833,83.919535,2026-08-21T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002070,M008,ENV-ST-M008-01,pH,6.6,pH,6.5,8.5,21.819746,83.923468,2026-08-21T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002071,M008,ENV-ST-M008-03,TSS,37.39,mg/L,,100,21.825098,83.923661,2026-08-21T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002072,M008,ENV-ST-M008-03,TDS,445.08,mg/L,,2100,21.826238,83.916418,2026-08-21T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002073,M008,ENV-ST-M008-01,COD,78.21,mg/L,,250,21.813573,83.915226,2026-08-21T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002074,M008,ENV-ST-M008-03,BOD,12.55,mg/L,,30,21.822081,83.914394,2026-08-21T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002075,M008,ENV-ST-M008-01,Oil_Grease,1.68,mg/L,,10,21.819224,83.929415,2026-08-21T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002076,M008,ENV-ST-M008-03,Noise,31.04,dB(A),,85,21.829548,83.917356,2026-08-21T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002077,M008,ENV-ST-M008-02,PM2.5,27.22,ug/m3,,60,21.824162,83.922637,2026-08-18T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002078,M008,ENV-ST-M008-03,PM10,48.3,ug/m3,,100,21.813031,83.91143,2026-08-18T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002079,M008,ENV-ST-M008-03,SO2,13.13,ug/m3,,80,21.818152,83.915716,2026-08-18T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002080,M008,ENV-ST-M008-01,NO2,24.89,ug/m3,,80,21.824185,83.911568,2026-08-18T06:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002081,M008,ENV-ST-M008-03,CO,0.57,mg/m3,,4,21.823189,83.928851,2026-08-18T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002082,M008,ENV-ST-M008-03,pH,7.22,pH,6.5,8.5,21.812272,83.926759,2026-08-18T14:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
ENV-0002083,M008,ENV-ST-M008-01,TSS,26.27,mg/L,,100,21.820112,83.911255,2026-08-18T22:00:00,DEMO_MONITORING_FEED,COMPLIANT,0,DEMO_CONFIGURATION,"Configured thresholds are synthetic for software testing, not legal limits"
