incident_id,mine_id,incident_type,accident_classification,date,time,shift,zone,latitude,longitude,people_affected,equipment_involved,contractor_id,root_cause,severity,description,investigation_status,corrective_action_status,data_source
INC-00215,M011,UNSAFE_ACT,Unsafe Act,2026-04-03,13:30:00,C,Main Incline,23.289269,81.353715,0,Conveyor,,Slope/rock fall,MEDIUM,Synthetic unsafe act record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00216,M011,FATAL_ACCIDENT,Fatal Accident,2026-08-27,03:00:00,A,Coal Face,23.290994,81.359859,1,Shuttle Car,CTR-0031,Machine interaction,CRITICAL,Synthetic fatal accident record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00217,M011,DANGEROUS_OCCURRENCE,Dangerous Occurrence,2026-01-01,17:15:00,C,Workshop,23.295523,81.350506,0,None,,Underground transport,HIGH,Synthetic dangerous occurrence record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00218,M011,NEAR_MISS,Near Miss,2026-03-26,03:00:00,C,West Dump,23.306536,81.350082,0,Conveyor,,Vehicle interaction,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00219,M011,SERIOUS_ACCIDENT,Serious Accident,2025-12-11,12:00:00,B,Coal Face,23.287976,81.335567,1,Pump,,Machine interaction,CRITICAL,Synthetic serious accident record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00220,M011,UNSAFE_CONDITION,Unsafe Condition,2025-12-22,04:45:00,B,Coal Face,23.285288,81.346913,0,None,CTR-0033,Gas/ventilation,MEDIUM,Synthetic unsafe condition record for analytics,CLOSED,IN_PROGRESS,DEMO_SYNTHETIC
INC-00221,M011,NEAR_MISS,Near Miss,2026-08-05,05:15:00,C,West Dump,23.311239,81.361779,0,Conveyor,,Poor housekeeping,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00222,M011,UNSAFE_ACT,Unsafe Act,2025-09-22,03:30:00,B,Panel-2,23.304825,81.342782,0,Conveyor,CTR-0031,Underground transport,MEDIUM,Synthetic unsafe act record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00223,M011,NEAR_MISS,Near Miss,2026-02-05,02:00:00,B,Haul Road H3,23.313527,81.362831,0,None,CTR-0032,Machine interaction,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,CLOSED,DEMO_SYNTHETIC
INC-00224,M011,NEAR_MISS,Near Miss,2026-03-26,00:00:00,A,Panel-2,23.297225,81.349832,0,Shuttle Car,,Electrical fault,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00225,M011,UNSAFE_CONDITION,Unsafe Condition,2026-01-12,19:45:00,C,Coal Face,23.31273,81.341654,0,Shuttle Car,,Haul-road condition,MEDIUM,Synthetic unsafe condition record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00226,M011,NEAR_MISS,Near Miss,2026-02-19,13:00:00,B,Panel-1,23.306213,81.349549,0,Dumper,,Haul-road condition,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00227,M011,UNSAFE_ACT,Unsafe Act,2026-04-21,14:30:00,A,Panel-1,23.305026,81.352969,0,Pump,CTR-0033,Machine interaction,MEDIUM,Synthetic unsafe act record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00228,M011,NEAR_MISS,Near Miss,2026-07-13,09:00:00,B,Main Incline,23.303725,81.354988,0,Dumper,,Machine guarding,HIGH,Synthetic near miss record for analytics,OPEN,OPEN,DEMO_SYNTHETIC
INC-00229,M011,SERIOUS_ACCIDENT,Serious Accident,2025-09-20,13:45:00,B,Workshop,23.301269,81.346869,1,Conveyor,,Gas/ventilation,CRITICAL,Synthetic serious accident record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00230,M011,NEAR_MISS,Near Miss,2026-02-10,05:45:00,A,Coal Face,23.298657,81.361823,0,Dumper,CTR-0032,Underground transport,HIGH,Synthetic near miss record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00231,M011,UNSAFE_CONDITION,Unsafe Condition,2026-06-05,07:30:00,B,Haul Road H3,23.292857,81.348401,0,Pump,,Electrical fault,MEDIUM,Synthetic unsafe condition record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00232,M011,NEAR_MISS,Near Miss,2026-04-28,08:15:00,A,Panel-2,23.314335,81.34528,0,Shuttle Car,,Machine interaction,HIGH,Synthetic near miss record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00233,M012,NEAR_MISS,Near Miss,2026-02-27,06:15:00,C,Workshop,23.342647,86.35197,0,Shuttle Car,,Blasting control,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00234,M012,DANGEROUS_OCCURRENCE,Dangerous Occurrence,2026-07-03,10:30:00,B,Panel-1,23.320936,86.365714,0,Continuous Miner,,Poor housekeeping,HIGH,Synthetic dangerous occurrence record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00235,M012,DANGEROUS_OCCURRENCE,Dangerous Occurrence,2026-05-06,09:30:00,B,Panel-2,23.340107,86.34967,0,Conveyor,,Haul-road condition,HIGH,Synthetic dangerous occurrence record for analytics,UNDER_INVESTIGATION,IN_PROGRESS,DEMO_SYNTHETIC
INC-00236,M012,NEAR_MISS,Near Miss,2026-02-17,19:15:00,C,Panel-2,23.332571,86.374208,0,None,CTR-0035,Poor housekeeping,HIGH,Synthetic near miss record for analytics,OPEN,IN_PROGRESS,DEMO_SYNTHETIC
INC-00237,M012,MINOR_ACCIDENT,Minor Accident,2026-02-14,15:00:00,C,Haul Road H3,23.337344,86.364639,1,Shuttle Car,,Electrical fault,MEDIUM,Synthetic minor accident record for analytics,CLOSED,CLOSED,DEMO_SYNTHETIC
INC-00238,M012,MINOR_ACCIDENT,Minor Accident,2026-08-08,08:30:00,B,Coal Face,23.341437,86.354747,1,Continuous Miner,,Machine guarding,MEDIUM,Synthetic minor accident record for analytics,UNDER_INVESTIGATION,OPEN,DEMO_SYNTHETIC
INC-00239,M012,UNSAFE_ACT,Unsafe Act,2026-01-29,11:30:00,C,Panel-2,23.317548,86.353363,0,Shuttle Car,,Electrical fault,MEDIUM,Synthetic unsafe act record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
INC-00240,M012,NEAR_MISS,Near Miss,2026-02-09,23:30:00,B,Main Incline,23.318953,86.364875,0,None,CTR-0035,Electrical fault,HIGH,Synthetic near miss record for analytics,CLOSED,OPEN,DEMO_SYNTHETIC
