production_id,mine_id,date,production_target_t,actual_production_t,coal_dispatch_t,opening_stock_t,closing_stock_t,overburden_removed_or_development_qty,production_loss_t,downtime_hours,loss_reason,achievement_percentage,data_source
PROD-000375,M005,2026-06-19,82191.8,74925.5,63385.6,8807.6,20347.5,182484.7,7266.3,2.2,,91.16,DEMO_SYNTHETIC
PROD-000376,M005,2026-06-20,82191.8,70488.6,58796.3,40796.0,52488.3,237793.6,11703.2,2.3,,85.76,DEMO_SYNTHETIC
PROD-000377,M005,2026-06-21,82191.8,80575.3,70678.2,18693.1,28590.2,240379.0,1616.5,2.1,,98.03,DEMO_SYNTHETIC
PROD-000378,M005,2026-06-22,82191.8,85960.0,73253.3,13077.2,25783.9,134676.7,0,1.9,,104.58,DEMO_SYNTHETIC
PROD-000379,M005,2026-06-23,82191.8,81642.5,76489.6,13392.5,18545.4,153019.8,549.3,2.1,,99.33,DEMO_SYNTHETIC
PROD-000380,M005,2026-06-24,82191.8,72349.5,65217.6,37816.3,44948.2,107662.4,9842.3,0,,88.03,DEMO_SYNTHETIC
PROD-000381,M005,2026-06-25,82191.8,77188.2,75417.6,23095.9,24866.5,169670.5,5003.6,1.0,,93.91,DEMO_SYNTHETIC
PROD-000382,M005,2026-06-26,82191.8,78156.1,66952.7,16973.7,28177.1,95278.2,4035.7,1.3,,95.09,DEMO_SYNTHETIC
PROD-000383,M005,2026-06-27,82191.8,77991.1,65312.4,24323.6,37002.3,95403.4,4200.7,2.6,,94.89,DEMO_SYNTHETIC
PROD-000384,M005,2026-06-28,82191.8,79102.0,69716.2,41696.5,51082.3,278179.3,3089.8,3.1,,96.24,DEMO_SYNTHETIC
PROD-000385,M005,2026-06-29,82191.8,81084.0,70844.7,41163.2,51402.5,159721.9,1107.8,5.3,,98.65,DEMO_SYNTHETIC
PROD-000386,M005,2026-06-30,82191.8,89538.8,76576.5,19828.2,32790.5,134603.1,0,1.1,,108.94,DEMO_SYNTHETIC
PROD-000387,M005,2026-07-01,82191.8,79602.0,72366.9,42434.8,49669.9,214953.7,2589.8,3.5,,96.85,DEMO_SYNTHETIC
PROD-000388,M005,2026-07-02,82191.8,74393.1,66267.7,31640.9,39766.3,96921.2,7798.7,0.9,,90.51,DEMO_SYNTHETIC
PROD-000389,M005,2026-07-03,82191.8,74230.3,70007.4,36078.9,40301.8,185647.0,7961.5,1.9,,90.31,DEMO_SYNTHETIC
PROD-000390,M005,2026-07-04,82191.8,76280.9,63287.6,44189.3,57182.6,259068.9,5910.9,0,,92.81,DEMO_SYNTHETIC
PROD-000391,M005,2026-07-05,82191.8,85908.1,81428.5,8965.5,13445.1,143799.4,0,2.2,,104.52,DEMO_SYNTHETIC
PROD-000392,M005,2026-07-06,82191.8,72835.5,61296.2,30201.2,41740.5,121305.8,9356.3,3.1,,88.62,DEMO_SYNTHETIC
PROD-000393,M005,2026-07-07,82191.8,82712.7,69899.3,42001.8,54815.2,312792.2,0,5.4,,100.63,DEMO_SYNTHETIC
PROD-000394,M005,2026-07-08,82191.8,88296.8,74588.0,23028.1,36736.9,277708.0,0,0.5,,107.43,DEMO_SYNTHETIC
PROD-000395,M005,2026-07-09,82191.8,63451.9,54828.0,33717.3,42341.2,225302.0,18739.9,3.3,Equipment Breakdown,77.2,DEMO_SYNTHETIC
PROD-000396,M005,2026-07-10,82191.8,83832.9,78012.6,33059.1,38879.4,198358.4,0,0,,102.0,DEMO_SYNTHETIC
PROD-000397,M005,2026-07-11,82191.8,72898.0,60805.5,39386.1,51478.6,111980.7,9293.8,0.3,,88.69,DEMO_SYNTHETIC
PROD-000398,M005,2026-07-12,82191.8,75187.9,67791.2,33660.8,41057.5,95679.2,7003.9,1.6,,91.48,DEMO_SYNTHETIC
PROD-000399,M005,2026-07-13,82191.8,90714.2,76032.3,37708.9,52390.8,283873.7,0,0,,110.37,DEMO_SYNTHETIC
PROD-000400,M005,2026-07-14,82191.8,83368.5,70746.5,30345.4,42967.4,236090.9,0,3.8,,101.43,DEMO_SYNTHETIC
PROD-000401,M005,2026-07-15,82191.8,77927.1,73150.8,16990.3,21766.6,284635.5,4264.7,2.8,,94.81,DEMO_SYNTHETIC
PROD-000402,M005,2026-07-16,82191.8,69905.8,64760.7,43231.7,48376.8,161615.5,12286.0,2.7,,85.05,DEMO_SYNTHETIC
PROD-000403,M005,2026-07-17,82191.8,72127.8,61338.7,31982.0,42771.1,242548.2,10064.0,5.1,,87.76,DEMO_SYNTHETIC
PROD-000404,M005,2026-07-18,82191.8,80987.8,70915.0,44184.2,54257.0,205416.3,1204.0,0.9,,98.54,DEMO_SYNTHETIC
PROD-000405,M005,2026-07-19,82191.8,77092.1,68728.5,25995.0,34358.6,200962.0,5099.7,4.5,,93.8,DEMO_SYNTHETIC
PROD-000406,M005,2026-07-20,82191.8,77174.3,67403.5,22490.0,32260.8,208979.9,5017.5,4.0,,93.9,DEMO_SYNTHETIC
PROD-000407,M005,2026-07-21,82191.8,84883.8,82622.5,12368.6,14629.9,106066.4,0,4.0,,103.28,DEMO_SYNTHETIC
PROD-000408,M005,2026-07-22,82191.8,75816.5,71632.7,19284.1,23467.9,114293.8,6375.3,1.0,,92.24,DEMO_SYNTHETIC
PROD-000409,M005,2026-07-23,82191.8,81567.7,70739.4,9837.0,20665.3,138707.0,624.1,0.2,,99.24,DEMO_SYNTHETIC
PROD-000410,M005,2026-07-24,82191.8,87769.3,74204.4,20528.1,34093.0,254618.0,0,1.8,,106.79,DEMO_SYNTHETIC
PROD-000411,M005,2026-07-25,82191.8,84421.7,73422.1,24909.9,35909.5,181130.4,0,2.1,,102.71,DEMO_SYNTHETIC
PROD-000412,M005,2026-07-26,82191.8,74260.0,64105.0,32571.0,42726.0,281401.0,7931.8,4.2,,90.35,DEMO_SYNTHETIC
PROD-000413,M005,2026-07-27,82191.8,75797.4,64648.7,14274.2,25422.9,239226.6,6394.4,6.2,,92.22,DEMO_SYNTHETIC
PROD-000414,M005,2026-07-28,82191.8,78916.3,75375.6,41297.1,44837.8,132019.8,3275.5,3.2,,96.01,DEMO_SYNTHETIC
PROD-000415,M005,2026-07-29,82191.8,73513.7,63274.3,29031.2,39270.6,176322.3,8678.1,2.4,,89.44,DEMO_SYNTHETIC
PROD-000416,M005,2026-07-30,82191.8,73280.5,66361.8,23952.0,30870.7,129528.7,8911.3,0.6,,89.16,DEMO_SYNTHETIC
PROD-000417,M005,2026-07-31,82191.8,78957.4,70103.8,19859.6,28713.2,245744.5,3234.4,0,,96.06,DEMO_SYNTHETIC
PROD-000418,M005,2026-08-01,82191.8,71368.3,62986.7,15690.0,24071.6,229079.9,10823.5,4.8,,86.83,DEMO_SYNTHETIC
PROD-000419,M005,2026-08-02,82191.8,83168.6,77815.3,33900.6,39253.9,267351.5,0,2.4,,101.19,DEMO_SYNTHETIC
PROD-000420,M005,2026-08-03,82191.8,70386.6,64340.6,37640.2,43686.2,91221.3,11805.2,0,,85.64,DEMO_SYNTHETIC
PROD-000421,M005,2026-08-04,82191.8,73049.1,64006.6,11943.5,20986.0,258306.4,9142.7,0.8,,88.88,DEMO_SYNTHETIC
PROD-000422,M005,2026-08-05,82191.8,87545.1,81285.6,13658.4,19917.9,132004.9,0,0.7,,106.51,DEMO_SYNTHETIC
PROD-000423,M005,2026-08-06,82191.8,78264.6,75909.0,38716.5,41072.1,239117.6,3927.2,2.6,,95.22,DEMO_SYNTHETIC
PROD-000424,M005,2026-08-07,82191.8,71434.4,62086.5,18348.4,27696.3,117504.8,10757.4,4.0,,86.91,DEMO_SYNTHETIC
PROD-000425,M005,2026-08-08,82191.8,85677.7,73926.6,22067.3,33818.4,117663.1,0,5.1,,104.24,DEMO_SYNTHETIC
PROD-000426,M005,2026-08-09,82191.8,80392.3,70208.9,19927.1,30110.5,102174.3,1799.5,2.3,,97.81,DEMO_SYNTHETIC
PROD-000427,M005,2026-08-10,82191.8,75548.4,63663.3,33049.6,44934.7,106813.9,6643.4,4.6,,91.92,DEMO_SYNTHETIC
PROD-000428,M005,2026-08-11,82191.8,83467.5,71603.2,31873.1,43737.4,251902.9,0,2.2,,101.55,DEMO_SYNTHETIC
PROD-000429,M005,2026-08-12,82191.8,76483.0,62734.4,23268.5,37017.1,141940.2,5708.8,0.2,,93.05,DEMO_SYNTHETIC
PROD-000430,M005,2026-08-13,82191.8,78408.0,64612.7,9844.7,23640.0,253358.3,3783.8,2.0,,95.4,DEMO_SYNTHETIC
PROD-000431,M005,2026-08-14,82191.8,76640.8,67210.9,33396.1,42826.0,220568.1,5551.0,0,,93.25,DEMO_SYNTHETIC
PROD-000432,M005,2026-08-15,82191.8,81677.6,69082.3,34005.1,46600.4,206358.8,514.2,2.3,,99.37,DEMO_SYNTHETIC
PROD-000433,M005,2026-08-16,82191.8,81981.8,69265.5,37541.8,50258.1,184030.8,210.0,2.6,,99.74,DEMO_SYNTHETIC
PROD-000434,M005,2026-08-17,82191.8,83020.3,71785.9,16321.4,27555.8,197972.8,0,1.5,,101.01,DEMO_SYNTHETIC
PROD-000435,M005,2026-08-18,82191.8,69349.1,65443.6,29770.7,33676.2,130607.8,12842.7,0,,84.37,DEMO_SYNTHETIC
PROD-000436,M005,2026-08-19,82191.8,77779.8,73948.6,44168.9,48000.1,240868.9,4412.0,0.7,,94.63,DEMO_SYNTHETIC
PROD-000437,M005,2026-08-20,82191.8,78620.2,70363.3,43769.6,52026.5,277225.7,3571.6,1.6,,95.65,DEMO_SYNTHETIC
PROD-000438,M005,2026-08-21,82191.8,71797.4,69821.8,17284.5,19260.1,226054.5,10394.4,0,,87.35,DEMO_SYNTHETIC
PROD-000439,M005,2026-08-22,82191.8,86972.8,74950.9,42329.2,54351.1,157901.7,0,4.8,,105.82,DEMO_SYNTHETIC
PROD-000440,M005,2026-08-23,82191.8,85765.1,75674.8,14012.2,24102.5,112487.0,0,2.4,,104.35,DEMO_SYNTHETIC
PROD-000441,M005,2026-08-24,82191.8,75939.5,73068.5,43361.4,46232.4,183662.8,6252.3,0.6,,92.39,DEMO_SYNTHETIC
PROD-000442,M005,2026-08-25,82191.8,90837.0,88138.6,26962.5,29660.9,281053.6,0,3.4,,110.52,DEMO_SYNTHETIC
PROD-000443,M005,2026-08-26,82191.8,69021.5,64789.2,27797.4,32029.7,83995.2,13170.3,0.7,,83.98,DEMO_SYNTHETIC
PROD-000444,M005,2026-08-27,82191.8,70614.2,69106.1,16048.4,17556.5,207786.2,11577.6,0,,85.91,DEMO_SYNTHETIC
PROD-000445,M005,2026-08-28,82191.8,72997.2,68409.8,35332.7,39920.1,96299.2,9194.6,0,,88.81,DEMO_SYNTHETIC
PROD-000446,M005,2026-08-29,82191.8,73632.6,60528.3,28139.9,41244.2,248987.2,8559.2,5.2,,89.59,DEMO_SYNTHETIC
PROD-000447,M005,2026-08-30,82191.8,72154.0,64677.0,27871.3,35348.3,138188.1,10037.8,3.8,,87.79,DEMO_SYNTHETIC
PROD-000448,M005,2026-08-31,82191.8,93285.4,86503.7,38083.4,44865.1,166061.1,0,5.8,,113.5,DEMO_SYNTHETIC
PROD-000449,M005,2026-09-01,82191.8,86640.3,80798.0,33025.7,38868.0,291200.2,0,0,,105.41,DEMO_SYNTHETIC
PROD-000450,M005,2026-09-02,82191.8,78992.8,69367.8,42227.7,51852.7,179369.8,3199.0,0,,96.11,DEMO_SYNTHETIC
PROD-000451,M006,2026-06-05,17808.2,18481.4,15476.9,28491.1,31495.6,66003.9,0,6.0,,103.78,DEMO_SYNTHETIC
PROD-000452,M006,2026-06-06,17808.2,15992.8,14016.0,39278.1,41254.9,42854.8,1815.4,1.3,,89.81,DEMO_SYNTHETIC
PROD-000453,M006,2026-06-07,17808.2,16156.4,15832.8,38264.7,38588.3,60177.9,1651.8,5.2,,90.72,DEMO_SYNTHETIC
PROD-000454,M006,2026-06-08,17808.2,18241.0,15664.1,25756.8,28333.7,35970.1,0,3.1,,102.43,DEMO_SYNTHETIC
PROD-000455,M006,2026-06-09,17808.2,18267.4,16707.7,41503.4,43063.1,58173.2,0,5.0,,102.58,DEMO_SYNTHETIC
PROD-000456,M006,2026-06-10,17808.2,14187.2,13471.3,26187.1,26903.0,49736.3,3621.0,3.8,Equipment Breakdown,79.67,DEMO_SYNTHETIC
PROD-000457,M006,2026-06-11,17808.2,19090.2,18511.6,25134.7,25713.3,53602.0,0,1.0,,107.2,DEMO_SYNTHETIC
PROD-000458,M006,2026-06-12,17808.2,15275.3,14419.4,33451.1,34307.0,29663.4,2532.9,1.4,,85.78,DEMO_SYNTHETIC
PROD-000459,M006,2026-06-13,17808.2,16121.2,15451.1,23282.4,23952.5,36530.5,1687.0,2.1,,90.53,DEMO_SYNTHETIC
PROD-000460,M006,2026-06-14,17808.2,15650.8,15295.2,10958.3,11313.9,49065.6,2157.4,3.4,,87.89,DEMO_SYNTHETIC
PROD-000461,M006,2026-06-15,17808.2,16086.9,13433.5,42914.3,45567.7,39156.5,1721.3,1.8,,90.33,DEMO_SYNTHETIC
PROD-000462,M006,2026-06-16,17808.2,16286.4,15610.4,44472.3,45148.3,58425.3,1521.8,0,,91.45,DEMO_SYNTHETIC
PROD-000463,M006,2026-06-17,17808.2,18690.2,16112.3,14646.1,17224.0,67166.7,0,2.6,,104.95,DEMO_SYNTHETIC
PROD-000464,M006,2026-06-18,17808.2,15019.0,12361.9,37799.0,40456.1,47136.7,2789.2,6.0,,84.34,DEMO_SYNTHETIC
PROD-000465,M006,2026-06-19,17808.2,13337.4,11790.6,12377.9,13924.7,21305.3,4470.8,0.5,Haul Road Constraint,74.89,DEMO_SYNTHETIC
PROD-000466,M006,2026-06-20,17808.2,16862.8,14158.5,11360.1,14064.4,57226.9,945.4,0.2,,94.69,DEMO_SYNTHETIC
PROD-000467,M006,2026-06-21,17808.2,18169.1,16820.8,25449.8,26798.1,37564.1,0,1.4,,102.03,DEMO_SYNTHETIC
PROD-000468,M006,2026-06-22,17808.2,14381.6,12929.0,21540.4,22993.0,53381.9,3426.6,3.2,,80.76,DEMO_SYNTHETIC
PROD-000469,M006,2026-06-23,17808.2,8054.3,7729.8,27621.8,27946.3,27189.1,9753.9,1.5,Maintenance Shutdown,45.23,DEMO_SYNTHETIC
PROD-000470,M006,2026-06-24,17808.2,14293.4,11985.1,8583.9,10892.2,19689.8,3514.8,0.6,,80.26,DEMO_SYNTHETIC
PROD-000471,M006,2026-06-25,17808.2,18202.1,16960.9,15755.7,16996.9,49964.4,0,0.8,,102.21,DEMO_SYNTHETIC
PROD-000472,M006,2026-06-26,17808.2,18319.9,17685.8,32921.8,33555.9,66329.2,0,4.0,,102.87,DEMO_SYNTHETIC
PROD-000473,M006,2026-06-27,17808.2,16900.2,14786.7,38190.4,40303.9,23507.3,908.0,2.2,,94.9,DEMO_SYNTHETIC
PROD-000474,M006,2026-06-28,17808.2,16859.8,16319.8,41344.5,41884.5,27054.1,948.4,4.3,,94.67,DEMO_SYNTHETIC
PROD-000475,M006,2026-06-29,17808.2,15049.9,14530.7,44352.0,44871.2,39599.6,2758.3,1.8,,84.51,DEMO_SYNTHETIC
PROD-000476,M006,2026-06-30,17808.2,16237.3,15409.2,27701.2,28529.3,32516.8,1570.9,1.9,,91.18,DEMO_SYNTHETIC
PROD-000477,M006,2026-07-01,17808.2,16301.9,14326.3,8269.7,10245.3,19811.0,1506.3,4.2,,91.54,DEMO_SYNTHETIC
PROD-000478,M006,2026-07-02,17808.2,17402.3,15104.0,42259.3,44557.6,60230.6,405.9,3.5,,97.72,DEMO_SYNTHETIC
PROD-000479,M006,2026-07-03,17808.2,16224.7,14685.3,31332.4,32871.8,45934.5,1583.5,0.9,,91.11,DEMO_SYNTHETIC
PROD-000480,M006,2026-07-04,17808.2,13722.1,11641.3,25322.6,27403.4,18310.3,4086.1,0.3,Manpower Constraint,77.05,DEMO_SYNTHETIC
PROD-000481,M006,2026-07-05,17808.2,16767.4,15749.0,33106.1,34124.5,56019.3,1040.8,2.8,,94.16,DEMO_SYNTHETIC
PROD-000482,M006,2026-07-06,17808.2,15054.2,14028.6,23515.1,24540.7,45035.5,2754.0,1.9,,84.54,DEMO_SYNTHETIC
PROD-000483,M006,2026-07-07,17808.2,17512.5,16840.7,10441.4,11113.2,37444.4,295.7,1.1,,98.34,DEMO_SYNTHETIC
PROD-000484,M006,2026-07-08,17808.2,18492.2,16956.1,29000.1,30536.2,68202.5,0,2.7,,103.84,DEMO_SYNTHETIC
PROD-000485,M006,2026-07-09,17808.2,16757.2,14029.9,14559.1,17286.4,58341.2,1051.0,0,,94.1,DEMO_SYNTHETIC
PROD-000486,M006,2026-07-10,17808.2,17158.4,15970.1,23369.1,24557.4,33302.9,649.8,0,,96.35,DEMO_SYNTHETIC
PROD-000487,M006,2026-07-11,17808.2,17481.6,15316.8,16924.2,19089.0,41612.7,326.6,1.7,,98.17,DEMO_SYNTHETIC
PROD-000488,M006,2026-07-12,17808.2,11703.6,10471.0,21931.1,23163.7,16837.3,6104.6,5.5,Heavy Rainfall,65.72,DEMO_SYNTHETIC
PROD-000489,M006,2026-07-13,17808.2,18412.4,16134.4,39987.4,42265.4,49834.5,0,4.2,,103.39,DEMO_SYNTHETIC
PROD-000490,M006,2026-07-14,17808.2,10339.2,8642.6,40219.5,41916.1,16029.3,7469.0,1.9,Equipment Breakdown,58.06,DEMO_SYNTHETIC
PROD-000491,M006,2026-07-15,17808.2,15929.8,14332.9,10333.0,11929.9,45508.9,1878.4,0,,89.45,DEMO_SYNTHETIC
PROD-000492,M006,2026-07-16,17808.2,18053.7,17196.9,9788.0,10644.8,29814.6,0,0,,101.38,DEMO_SYNTHETIC
PROD-000493,M006,2026-07-17,17808.2,12967.3,11991.6,33785.3,34761.0,49143.8,4840.9,3.7,Maintenance Shutdown,72.82,DEMO_SYNTHETIC
PROD-000494,M006,2026-07-18,17808.2,14492.1,12568.2,28805.2,30729.1,37983.8,3316.1,6.0,,81.38,DEMO_SYNTHETIC
PROD-000495,M006,2026-07-19,17808.2,18389.2,15877.6,25728.7,28240.3,39190.0,0,4.5,,103.26,DEMO_SYNTHETIC
PROD-000496,M006,2026-07-20,17808.2,11533.0,10790.0,18304.1,19047.1,42857.8,6275.2,0,Manpower Constraint,64.76,DEMO_SYNTHETIC
PROD-000497,M006,2026-07-21,17808.2,15490.3,14893.6,28982.4,29579.1,33454.9,2317.9,2.7,,86.98,DEMO_SYNTHETIC
PROD-000498,M006,2026-07-22,17808.2,14898.5,14343.4,36131.6,36686.7,28684.5,2909.7,2.8,,83.66,DEMO_SYNTHETIC
PROD-000499,M006,2026-07-23,17808.2,11776.8,10058.6,12083.8,13802.0,25140.4,6031.4,1.8,Manpower Constraint,66.13,DEMO_SYNTHETIC
PROD-000500,M006,2026-07-24,17808.2,16886.7,14327.5,17798.5,20357.7,22863.2,921.5,0,,94.83,DEMO_SYNTHETIC
PROD-000501,M006,2026-07-25,17808.2,19622.9,18742.0,19429.0,20309.9,50848.1,0,0.5,,110.19,DEMO_SYNTHETIC
PROD-000502,M006,2026-07-26,17808.2,16444.8,15467.2,37045.4,38023.0,20286.7,1363.4,0.9,,92.34,DEMO_SYNTHETIC
PROD-000503,M006,2026-07-27,17808.2,17374.7,15564.7,36053.6,37863.6,57305.2,433.5,3.2,,97.57,DEMO_SYNTHETIC
PROD-000504,M006,2026-07-28,17808.2,19725.6,17013.5,19023.7,21735.8,39991.9,0,3.0,,110.77,DEMO_SYNTHETIC
PROD-000505,M006,2026-07-29,17808.2,14040.4,13060.7,10055.1,11034.8,35061.4,3767.8,1.8,Maintenance Shutdown,78.84,DEMO_SYNTHETIC
PROD-000506,M006,2026-07-30,17808.2,18172.1,16547.7,28640.0,30264.4,34860.8,0,5.6,,102.04,DEMO_SYNTHETIC
PROD-000507,M006,2026-07-31,17808.2,16468.2,14990.3,24668.2,26146.1,50097.0,1340.0,5.1,,92.48,DEMO_SYNTHETIC
PROD-000508,M006,2026-08-01,17808.2,16417.3,13955.1,43261.0,45723.2,23716.8,1390.9,1.0,,92.19,DEMO_SYNTHETIC
PROD-000509,M006,2026-08-02,17808.2,14706.5,12671.8,9775.3,11810.0,54533.0,3101.7,1.8,,82.58,DEMO_SYNTHETIC
PROD-000510,M006,2026-08-03,17808.2,16638.9,14301.7,25561.2,27898.4,52418.0,1169.3,4.2,,93.43,DEMO_SYNTHETIC
PROD-000511,M006,2026-08-04,17808.2,15062.3,14223.7,30914.5,31753.1,43754.9,2745.9,1.6,,84.58,DEMO_SYNTHETIC
PROD-000512,M006,2026-08-05,17808.2,15517.5,14492.7,19701.2,20726.0,49113.4,2290.7,1.4,,87.14,DEMO_SYNTHETIC
PROD-000513,M006,2026-08-06,17808.2,15326.4,12732.5,36229.6,38823.5,48864.8,2481.8,4.6,,86.06,DEMO_SYNTHETIC
PROD-000514,M006,2026-08-07,17808.2,12242.8,10559.8,20826.5,22509.5,17251.9,5565.4,5.8,Equipment Breakdown,68.75,DEMO_SYNTHETIC
PROD-000515,M006,2026-08-08,17808.2,17542.0,16297.9,40182.1,41426.2,65865.0,266.2,2.4,,98.51,DEMO_SYNTHETIC
PROD-000516,M006,2026-08-09,17808.2,19368.9,18479.2,20962.3,21852.0,57008.6,0,2.4,,108.76,DEMO_SYNTHETIC
PROD-000517,M006,2026-08-10,17808.2,18108.8,16534.5,30753.1,32327.4,29858.5,0,1.0,,101.69,DEMO_SYNTHETIC
PROD-000518,M006,2026-08-11,17808.2,16130.2,13907.3,34752.0,36974.9,60067.4,1678.0,2.9,,90.58,DEMO_SYNTHETIC
PROD-000519,M006,2026-08-12,17808.2,18654.4,17415.2,21089.5,22328.7,41783.0,0,5.2,,104.75,DEMO_SYNTHETIC
PROD-000520,M006,2026-08-13,17808.2,16703.8,15643.7,14596.5,15656.6,53422.1,1104.4,3.2,,93.8,DEMO_SYNTHETIC
PROD-000521,M006,2026-08-14,17808.2,17957.4,15158.0,16148.6,18948.0,40041.1,0,1.4,,100.84,DEMO_SYNTHETIC
PROD-000522,M006,2026-08-15,17808.2,16933.8,13944.0,22659.2,25649.0,21819.6,874.4,2.7,,95.09,DEMO_SYNTHETIC
PROD-000523,M006,2026-08-16,17808.2,17987.7,15685.7,22922.9,25224.9,38250.0,0,4.0,,101.01,DEMO_SYNTHETIC
PROD-000524,M006,2026-08-17,17808.2,16003.0,14257.2,22105.5,23851.3,47567.9,1805.2,4.2,,89.86,DEMO_SYNTHETIC
PROD-000525,M006,2026-08-18,17808.2,17279.1,16006.0,19335.2,20608.3,40342.2,529.1,0.3,,97.03,DEMO_SYNTHETIC
PROD-000526,M006,2026-08-19,17808.2,14981.9,13850.2,40523.5,41655.2,27631.5,2826.3,0,,84.13,DEMO_SYNTHETIC
PROD-000527,M006,2026-08-20,17808.2,15336.1,13595.1,35725.1,37466.1,28556.4,2472.1,3.6,,86.12,DEMO_SYNTHETIC
PROD-000528,M006,2026-08-21,17808.2,16387.3,14394.4,29035.3,31028.2,40409.5,1420.9,3.3,,92.02,DEMO_SYNTHETIC
PROD-000529,M006,2026-08-22,17808.2,18761.0,18271.4,40649.0,41138.6,35710.4,0,0.9,,105.35,DEMO_SYNTHETIC
PROD-000530,M006,2026-08-23,17808.2,14658.5,12570.6,41049.8,43137.7,30302.9,3149.7,1.3,,82.31,DEMO_SYNTHETIC
PROD-000531,M006,2026-08-24,17808.2,16692.9,16145.6,14028.8,14576.1,52083.1,1115.3,1.6,,93.74,DEMO_SYNTHETIC
PROD-000532,M006,2026-08-25,17808.2,19048.9,16915.9,34451.7,36584.7,54852.0,0,3.4,,106.97,DEMO_SYNTHETIC
PROD-000533,M006,2026-08-26,17808.2,11730.4,9894.0,39672.0,41508.4,24171.2,6077.8,0,Maintenance Shutdown,65.87,DEMO_SYNTHETIC
PROD-000534,M006,2026-08-27,17808.2,16486.2,14403.7,36413.8,38496.3,24777.7,1322.0,2.9,,92.58,DEMO_SYNTHETIC
PROD-000535,M006,2026-08-28,17808.2,16407.7,15526.0,42060.2,42941.9,27095.4,1400.5,2.6,,92.14,DEMO_SYNTHETIC
PROD-000536,M006,2026-08-29,17808.2,18848.0,15709.0,24738.8,27877.8,45557.3,0,0.1,,105.84,DEMO_SYNTHETIC
PROD-000537,M006,2026-08-30,17808.2,15106.2,12457.8,18901.4,21549.8,50530.0,2702.0,1.2,,84.83,DEMO_SYNTHETIC
PROD-000538,M006,2026-08-31,17808.2,15256.4,14123.5,23593.7,24726.6,37627.8,2551.8,3.4,,85.67,DEMO_SYNTHETIC
PROD-000539,M006,2026-09-01,17808.2,15233.0,13392.5,14146.9,15987.4,28874.5,2575.2,1.6,,85.54,DEMO_SYNTHETIC
PROD-000540,M006,2026-09-02,17808.2,18578.6,15342.9,42326.1,45561.8,58755.0,0,0,,104.33,DEMO_SYNTHETIC
PROD-000541,M007,2026-06-05,5479.5,5966.2,5807.1,8742.1,8901.2,524.0,0,2.0,,108.88,DEMO_SYNTHETIC
PROD-000542,M007,2026-06-06,5479.5,5114.8,4606.1,43867.9,44376.6,395.3,364.7,1.3,,93.34,DEMO_SYNTHETIC
PROD-000543,M007,2026-06-07,5479.5,5345.9,4684.3,32188.6,32850.2,349.2,133.6,0,,97.56,DEMO_SYNTHETIC
PROD-000544,M007,2026-06-08,5479.5,5913.7,5357.3,33929.0,34485.4,376.2,0,0,,107.92,DEMO_SYNTHETIC
PROD-000545,M007,2026-06-09,5479.5,4579.2,3883.1,12820.3,13516.4,454.3,900.3,5.6,,83.57,DEMO_SYNTHETIC
PROD-000546,M007,2026-06-10,5479.5,5489.6,4707.3,33285.6,34067.9,679.2,0,0.2,,100.18,DEMO_SYNTHETIC
PROD-000547,M007,2026-06-11,5479.5,5321.8,4832.9,43115.5,43604.4,372.1,157.7,1.6,,97.12,DEMO_SYNTHETIC
PROD-000548,M007,2026-06-12,5479.5,6330.5,5246.7,41182.1,42265.9,454.5,0,0.7,,115.53,DEMO_SYNTHETIC
PROD-000549,M007,2026-06-13,5479.5,5811.5,5325.1,42782.0,43268.4,809.1,0,6.4,,106.06,DEMO_SYNTHETIC
PROD-000550,M007,2026-06-14,5479.5,5176.4,4669.3,10891.2,11398.3,641.2,303.1,1.0,,94.47,DEMO_SYNTHETIC
PROD-000551,M007,2026-06-15,5479.5,5540.9,4845.3,27062.9,27758.5,907.9,0,3.1,,101.12,DEMO_SYNTHETIC
PROD-000552,M007,2026-06-16,5479.5,5248.6,5142.8,22351.0,22456.8,872.5,230.9,0,,95.79,DEMO_SYNTHETIC
PROD-000553,M007,2026-06-17,5479.5,4931.9,4574.9,14252.7,14609.7,588.4,547.6,5.9,,90.01,DEMO_SYNTHETIC
PROD-000554,M007,2026-06-18,5479.5,6043.6,4990.3,42875.3,43928.6,672.2,0,0.3,,110.29,DEMO_SYNTHETIC
PROD-000555,M007,2026-06-19,5479.5,5064.6,4850.8,12516.4,12730.2,887.4,414.9,1.8,,92.43,DEMO_SYNTHETIC
PROD-000556,M007,2026-06-20,5479.5,5113.6,4351.8,17792.5,18554.3,299.1,365.9,0,,93.32,DEMO_SYNTHETIC
PROD-000557,M007,2026-06-21,5479.5,5110.2,4470.9,19519.4,20158.7,720.1,369.3,1.5,,93.26,DEMO_SYNTHETIC
PROD-000558,M007,2026-06-22,5479.5,4862.5,4738.2,20043.7,20168.0,873.2,617.0,1.7,,88.74,DEMO_SYNTHETIC
PROD-000559,M007,2026-06-23,5479.5,5725.2,4903.6,12113.3,12934.9,917.8,0,0,,104.48,DEMO_SYNTHETIC
PROD-000560,M007,2026-06-24,5479.5,5610.1,4956.7,19682.0,20335.4,701.7,0,0.5,,102.38,DEMO_SYNTHETIC
PROD-000561,M007,2026-06-25,5479.5,5386.5,4661.0,11403.7,12129.2,563.9,93.0,3.7,,98.3,DEMO_SYNTHETIC
